ID,Name,Arabic Name,Alternative Name,Arabic Alternative Name,Library of Congress Name,Arabic Library of Congress Name,Also Known As,Arabic Also Known As,Documentation,Arabic Documentation,All Nisba IDs,Date of Death,Arabic Date of Death,Date of Birth,Arabic Date of Birth,Group ID,Reference Number,Hidden
2846,Muḥammad al-Ṣāliḥ b. al-Aswad b. al-Walī Muḥammad al-Sūqī,محمد الصالح بن الأسود بن الولي محمد السوقي,,,,,,,,,[521],,,,,,,
2847,Muḥammad al-Ṣāliḥ b. Maḥmūd b. Khūna,محمد الصالح بن محمود بن خون,,,,,,,,,,,,,,,,
2848,Muḥammad al-Ṣāliḥ b. Muḥammad al-Muṣṭafa b. Muḥammad al-Amīn,محمد الصالح بن محمد المصطفي بن محمد الأمين,,,,,,,,,,,,,,,,
2849,Muḥammad al-Sālik,محمد السالك,,,,,,,,,,,,,,,,
2850,Muḥammad as-Sālik b. Khayy (خي) b. ʿAmmār at-Tinwājīwī,محمد السالك بن خي بن عمار التنواجيوي,,,,,,,Arabic Literature of Africa vol. V  p. 1452; see also author #s 2851 & 2852,الأدب العربي في أفريقيا المجلد الخامس ص 1452,[229],1409/1989-90,1409/1989-90,,,11,,
2851,Muḥammad al-Sālik b. Khayyi al-Tinwājīwī and Amīn Hawlī al-Kallādī (Gallādī),محمد السالك بن خي التنواجيوي وأمين هولي الكلادي,,,,,,,see also author # 2850,,[1706][229],1409/1989-90,,,,,,
2852,Muḥammad al-Sālik b. Khayyi al-Tinwājīwī and Muḥammad b. al-Khalīl,محمد السالك بن خي التنواجيوي ومحمد بن الخليل,,,,,,,see also author # 2850↵,,[229],1409/1989-90,,,,,,
2853,Muḥammad al-Sālim b. al-Shaykh b. Muḥammad al-Sālim,محمد السالم بن الشيخ بن محمد السالم,,,,,,,,,,,,,,,,
2854,Muḥammad al-Sanūsī b. Aḥmad Zarrūq al-Fullānī,محمد السنوسي بن أحمد زروق الفلاني,,,,,,,,,[491],,,,,,,
2855,Muḥammad al-Sanūsī b. al-Muṣṭafa,محمد السنوسي بن المصطفي,,,,,,,,,[548],,,,,,,
2856,Muḥammad al-Sanūsī b. Ibrāhīm,محمد السنوسي بن إبراهيم,,,,,,,,,,,,,,,,
2857,Muḥammad al-Sanūsī b. Ibrāhīm al-Ghānī,محمد السنوسي بن إبراهيم الغاني,,,,,,,,,[122],,,,,,,
2858,Muḥammaddin ash-Shafīq b. Muḥammad (Maymmih) b. al-Maḥbūbī al-Yadālī,محمدٌن بن محمد (ميمٌيه) بن المحبوبي اليدالي,,,,,,,Arabic Literature of Africa vol. V  p. 1596,الأدب العربي في أفريقيا المجلد الخامس ص 1596,[629],1399/1979,1399/1979,,,11,,
2859,Muḥammad al-Shayāwī Ghiṭāṭū Mūdibū,محمد الشياوي غطاطو مودبو,,,,,Gidādo Mūdibū,غطاطو مودبو,,,[518],,,,,,,
2861,Muḥammad al-Shaykh b. Sīdi Maḥmūd b. Muḥammad al-Rāḍī,محمد الشيخ بن سيدي محمود بن محمد الراضي,,,,,,,,,[875],,,,,,,
2862,Muḥammad al-Shuṭayhī,محمد الشطيهي,,,,,,,,,[892],,,,,,,
2863,Muḥammad al-Ṣūfī,محمد الصوفي,,,,,Alladhi M.Ya (?),,,,[420],,,,,,,
2864,Muḥammad al-Tahāḍ al-Madanī Kanūn,محمد التهاض المدني كنون,,,,,,,,,,,,,,,,
2865,Muḥammad al-Ṭāhir,محمد الطاهر,Muḥammad al-Ṭāhir al-Sūqī,محمد الطاهر السوقي,https://haf.vhmml.org/work/381761750012,,Antaṭwa,أنتطو,,,[521],قيد الحياة 1734,still alive 1734,,,,,
2868,Muhammad al-Ṭāhir b. ʿAbd al-Muʿti,محمد الطاهر بن عبد المعطي,,,,,,,,,,,,,,,,
2869,Muḥammad al-Ṭāhir b. (Muhammad) ʿAshūr,محمد الطاهر بن‏ (‬محمد‏) ‬عاشور‏,,,,,,,,,,1284/1867-8,,,,,,
2870,Muḥammad al-Ṭāhir b. Aḥmad Addāh al-Anṣārī,محمد الطاهر بن أحمد أداه الأنصاري,,,,,Dāh al-Tinbuktī,داه التنبكتي,,,[277][522],1375/1955-6,,,,,,
2871,Muḥammad al-Ṭāhir b. al-Ḥasan,محمد الطاهر بن الحسن,,,,,,,,,,,,,,,,
2872,Muḥammad al-Ṭāhir b. al-Qāḍī Mahi b. Muḥammad al-Ṭāhir,محمد الطاهر بن القاضي حمي بن محمد الطاهر,,,,,,,,,,,,,,,,
2873,Muḥammad al-Ṭāhir b. al-Shaykh Ibrāhīm,محمد الطاهر بن الشيخ إبراهيم,,,,,,,,,[491],,,,,,,
2874,Muḥammad al-Ṭāhir b. Bāba Sharaf,محمد الطاهر بن باب شرف,,,,,,,,,,,,,,,,
2876,Muḥammad al-Ṭāhir b. Ibrāhīm,محمد الطاهر بن إبراهيم,,,,,Mahtāy,محتاي,,,,,,,,,,
2877,Muḥammad al-Ṭāhir b. Ibrāhīm b. al-Ḥasan b. al-Hādī b. ʿAlī b. al-Najīb,محمد الطاهر بن إبراهيم بن الحسن بن الهادي بن علي بن النجيب,,,,,,,,,,,,,,,,
2878,Muḥammad al-Ṭāhir b. Muḥammad Aḥmad al-Anṣārī,محمد الطاهر بن محمد أحمد الأنصاري,,,,,,,,,[13],,,,,,,
2879,Muḥammad al-Ṭāhir b. Muḥammad Aḥmad Andāy,محمد الطاهر بن محمد أحمد أنداي,,,,,Ḥamānī,حماني,,,,,,,,,,
2880,Muḥammad al-Ṭāhir b. Muḥammad Aḥmad b. Muḥammad,محمد الطاهر بن محمد أحمد بن محمد,,,,,,,,,,,,,,,,
2881,Muḥammad al-Ṭālib b. Ibrāhīm,محمد الطالب بن إبراهيم,,,,,Awwāh,اواه,,,,,,,,,,
2882,Muḥammad al-Ṭalsam,محمد الطلسم,,,,,,,,,,,,,,,,
2883,Muḥammad al-Tāsiʿ b. ʿAlīm Muḥammad al-Thānī,محمد التاسع بن عالم محمد الثاني,,,,,,,,,,,,,,,,
2884,Muḥammad al-Taslīm b. ʿAbd al-Qādir,محمد التسليم بن عبد القادر,,,,,,,,,,,,,,,,
2885,Muḥammad al-Ṭayyb b. Aḥmad b. Yūsuf b. Aḥmad al-Sharīf al-ʿAlamī,محمد الطيب بن أحمد بن يوسف بن أحمد الشريف العلمي,,,,,,,,,[669],,,,,,,
2886,Muḥammad al-Thālith Līman Zārīa,محمد الثالث ليمن ثي زاريا,,,,,,,,,,,,,,,,
2887,Muḥammad al-Thānī,محمد الثاني,,,,,,,,,,,,,,,,
2888,Muḥammad al-Thānī b. ʿAlī,محمد الثاني بن علي,,,,,,,,,[1173],,,,,,,
2889,Muḥammad al-Thānī b. Abī Bakr b. Muḥammad al-Kanawī,محمد الثاني بن أبي بكر بن محمد الكتوي,,,,,Ṣāḥab al-ʿIshrīniyya,صاحب العشرينية,,,[258][268],1370/1951,,,,,,
2894,Muḥammad al-Thānī b. al-Ḥasan b. Muḥammad Dikkū,محمد الثاني بن حسن  بن محمد دكو,,,,,Sānī Kafanghī,ثاني كافنغا,,,[258][268],1409/1989,,,,,,
2896,Muḥammad al-Tūdī al-Mālikī,محمد التودي المالكي,,,,,,,,,[1763][29],,,,,,,
2898,Muḥammad al-Ṭughūghī b. Muḥammad Inālbush al-Sūqī,محمد الطغوغي بن محمد إنالبش السوقي,,,https://haf.vhmml.org/person/357716921912,,Ibn al-Būsh,,,"↵ابن علي، سيدي عمر، فهرس مخطوطات مركز أحمد بابا للتوثيق والبحوث التاريخيّة، تمبكتو، مؤسسة الفرقان للتراث الإسلامي، لندن 1995 ج/، ص/189، ط:1 Hunwick John O., Arabic literature of Africa, The writer of western Soudannic Africa Leiden 2003 vol.4, P: 176.",[1643][521][973],fl. 1125/1713,,,,,,
2901,Muḥammad al-Wālī b. Sulaymān al-Fullānī al-Bāghirmāwī al-Barnāwī,محمد الوالي بن سليمان بن الفلاني الباغرماوي البرناوي,Muhammad al-Wali b. Shaykh al-Ajil Sulayman b. Abi Muhammad al-Fulani,محمد الوالي بن شيخ الأجل سليمان بن ابي محمد الفلاني,http://id.loc.gov/authorities/names/n2016026407,,Muḥammad al-Wālī,محمد الوالي,ALA II 35,,[1914][258][300][491][6],fl. 1100/1688-9,,,,,,
2902,Muḥammad al-Wālī Mūdī Sukkutū (Sokoto),محمد الوالي مود سكتو,,,,,,,,,[557],,,,,,,
2903,Muḥammad al-Yadālī b. al-Mukhtār b. Maḥḥam Sa‘īd al-Yadālī,محمد اليدالي بن المختار بن محم سعيد اليدالي,Muḥammad b. al-Mukhtār al-Yadālī al-Daymānī (Segou); Mukhtār b. Muḥammad b. Saʿīd al-Yadālī  (Segou),محمد بن المختار اليدالي الديماني ; مختار بن محمد بن سعيد اليدالي,,,Muḥammad al-Yadālī,محمد اليدالي,Arabic Literature of Africa vol. V  p. 1577,الأدب العربي في أفريقيا المجلد الخامس ص 1577,[20][629],1166/1752-3,1166/1752-3,1096/1684-5,1096/1684-5,11,,
2904,Muḥammad al-Yamānī,محمد اليماني,,,,,,,,,,,,,,,,
2905,Muḥammad al-Zaharī b. al-Muṣṭafa al-Ghumrāwī, محمد الزهري بن مصطفى الغمراوي,,,,,,,,,[1234],,,,,,,
2906,Muḥammad al-Zayn al-ʿAlawī,محمد زين العلوي,,,,,,,,,[6],,,,,,,
2907,Muḥammad al-Zubaydī,محمد الزبيدي,,,,,Abū ʿAbd Allāh,أبو عبد الله,,,[661],612/1215-6,,,,,,
2908,Muḥammad Amalan b. Muḥammad Aḥmad,محمد أملن بن محمد أحمد,,,,,,,,,,,,,,,,
2909,Muḥammad Ambārik al-Imbaṭūnī,محمد امبارك الإمبطوني,,,,,,,,,[476],,,,,,,
2910,Muḥammad Mbārīk b. Ḥabīb Allāh [Ḥabībaḷḷā] b. al-Amīn al-Lamtūnī,محمد امبارك بن حبيب الله بن الأمين اللمتوني,Muḥammad Ambārik al-Lamtūnī (Ibn Hamidun and Heymowski),محمد امبارك اللمتوني (ابن حامد وهيموسكي),,,Muḥammad Mbārak,محمد امبارك,Arabic Literature of Africa vol. V  p. 1047,الأدب العربي في أفريقيا المجلد الخامس ص 1047,[225],1290/1873-4,1290/1873-4,,,11,,
2911,Muḥammad Anday,محمد أندي,,,,,,,,,,,,,,,,
2912,Muḥammad Atamma b. Aḥmad al-Kanawī al-Aghdasī,محمد اتمي بن أحمد الكنوي الاغدسي,,,,,,,,,[1907][268],,,,,,,
2913,Muḥammad Awj,محمد أوج,,,,,,,,,,,,,,,,
2914,Muḥammad Awwal b. Muḥammad al-Thānī,محمد اول بن محمد الثاني,,,,,,,,,,,,,,,,
2915,Muḥammad Ayyūb,محمد أيوب,,,,,,,,,,,,,,,,
2916,Muḥammad b. ʿAbd al-ʿAzīz,محمد بن عبد العزيز,,,,,,,,,,,,,,,,
2917,Muḥammad b. ʿAbd al-ʿAzīz al-Lakhmī,محمد بن عبد العزيز الاخمي,Muḥammad b. ʿAbd al-ʿAzīz al-Warrāq al-Lakhmī,محمد عبد العزيز الوراق اللخمي,,,,,"This may be the same author as # 3686, Muḥammad b.ʿAbd al-ʿAzīz b. al-Warrāq al-Iskandarī",,[22],,,,,,,
2919,Muḥammaddu an-Nābigha b. ash-Shaykh Muḥammaddu al-Arbaʿīnī at-Tandaghī,محمدُّو النابغة بن الشيخ محمدو الأربعيني التندغي,,,,,Abū ʿAbd Allāh,أبو عبد الله,Arabic Literature of Africa vol. V  p. 1391,الأدب العربي في أفريقيا المجلد الخامس ص 1391,[1397][17][84],1384/1964,1384/1964,,,11,,
2923,Muḥammad b. ʿAbd al-Dāʾim b. ʿAbd al-Ghafūr,محمد بن عبد الدائم بن عبد الغفور,,,,,,,,,,,,,,,,
2924,Muḥammad b. ʿAbd al-Fattāḥ al-Shāfiʿī al-Malawī,محمد بن عبد الفتاح الشافعي‏ ‬الملوي‏ ‬,,,,,,,,,[165][1996],1181/1767-8,,,,,,
2926,Muḥammad b. ʿAbd al-Ghanī al-Ardbīlī,محمد بن عبد الغني‏ ‬الأردبيلي,,,,,,,,,[1314],647/1249-50,,,,,,
2927,Muḥammad b. ʿAbd al-Hādī al-Sindī,محمد بن عبد الهادي السندي,,,,,Abū al-Ḥasan al-Mālikī,أبو الحسن السندي,,,[2039][857],,,,,,,
2928,Muḥammad b. ʿAbd al-Jaīl al-Tunisī,محمد بن عبد الجليل التنسي,,,,,,,,,[79],,,,,,,
2929,Muḥammad b. ʿAbd al-Karim al-Maghīlī al-Tilimsāni,محمد بن عبد الكريم المغيلي التلمساني,,,https://lccn.loc.gov/n85142428,,,,GAL S II 363,,[1181][343],909/1503-4,,,,,,
2932,Muḥammad b. ʿAbd al-Karīm al-Shahrastānī,محمد بن عبد الكريم الشهرستاني,,,,,,,,,[694],,,,,,,
2933,Muḥammad b. ʿAbd al-Mālik,محمد بن عبد الملك,,,,,,,,,,,,,,,,
2935,Muḥammad b. ʿAbd al-Munʿim al-Jawharī,محمد بن عبد المنعم الجوهري,,,,,Shams al-Dīn,شمس الدين,,,[664],889/1484-5,,,,,,
2936,Muḥammad b. ʿAbd al-Qādir b. ʿAlī al-Fāsī,محمد بن عبد القادر بن علي الفاسي,,,,,,,,,[17],,,,,,,
2939,Muḥammad b. ʿAbd al-Qādir b. al-Ḥabīb,محمد بن عبد القادر بن الحبيب,,,,,,,,,,,,,,,,
2940,Muḥammad b. ʿAbd al-Raḥīm al-Māzinī al-Qaysī al-Gharnāṭī,محمد بن عبد الرحيم المازني القيسي الغرناطي,,,,,,,,,[293][645],565/1169,,,,,,
2942,Muḥammad b. ʿAbd al-Raḥmān,محمد بن عبد الرحمان‏,,,,,Abī Zayd / Abū al-ʿAbbās,أبي‏ ‬زيد‏ / أبو العباس‏,,,,1144/1731-2,,,,,,
2943,Muḥammad b. ʿAbd al-Raḥmān al-ʿAlqami b. al-Shāfiʿī,محمد بن عبد الرحمان العلقمي‏ ‬الشافعي‏,,,,,,,,,[165],929/1522-3,,,,,,
2944,Muḥammad b. ʿAbd al-Raḥmān al-Bakrī al-Ṣiddīqī,محمد بن عبد الرحمان البكري الصديقي,,,,,Abῡ Ḥasan,أبو الحسن,,,[178][2038],,,,,,,
2946,Muḥammad b. ʿAbd al-Raḥmān al-Barnāwī,محمد بن عبد الرحمان البرناوي,,,,,Shaykh Ḥajrami,شيخ حجرم,,,[258],,,,,,,
2947,Muḥammad b. ʿAbd al-Raḥmān al-Dimashqī al-Ṣafādī,محمد بن عبد الرحمان الدمشقي الصفادي,,,,,,,"GAL II 91, 97, S II 107",,[2026][705],891/1486-7,,,,,,
2950,Muḥammad b. ʿAbd al-Raḥmān al-Ḥamdhānī,محمد بن عبد الرحمان الهمذاني,,,,,Abū al-Nasr,أبو النصر,,,[765],1213/1798-9,,,,,,
2951,Muḥammad b. ʿAbd al-Raḥmān al-Ḥasanī,محمد بن عبد الرحمان الحسني,,,,,,,,,[5],,,,,,,
2952,Muḥammad b. ʿAbd al-Raḥmān al-Khaṭābī,محمد بن عبد الرحمان الخطابي,,,,,Abū ʿAbd Allāh,أبو عبد الله,,,[936],,,,,,,
2953,Muḥammad b. ʿAbd al-Raḥmān al-Marrākushī,محمد بن عبد الرحمان المراكشي,,,,,Khāṭib al-Qazwīnī,خاطب القزويني,"This authorʾs takhmis on al-Busiriʾs, الكواكب الدرية في مدح خير النبي, also simply known as al-Burda, a devotional work in praise of the Prophet, is confused in many Timbuktu SAVAMA libraries with al-Busiri himself.",,[482],1126/1714-5,,,,,,
2955,Muḥammad b. ʿAbd al-Raḥmān al-Masʿūdī,محمد بن عبد الرحمان المسعودي,,,,,,,,,[64],584/1188,,,,,,
2956,Muḥammad b. ʿAbd al-Raḥmān al-Qazwīnī,محمد بن عبد الرحمان القزويني,Jalāl al-Dīn al-Qazwīnī,جلال الدين القزويني,https://lccn.loc.gov/n84038585,,Abū Jaʿfar,أبو جعفر,GAL I 295; S I 516,,[212],739/1338,739/1338,666/1267,666/1267,,,
2957,Muḥammad b. ʿAbd al-Raḥmān al-Shāfiʿī,محمد بن عبد الرحمان الشافعي‏ ‬,,,,,Khuṭayb al-ʿUthmānī,‬‬خطيب العثماني‏,,,[1074],after 780/1378-9,,,,,,
2958,Muḥammad b. Muḥammad b. al-Haṭṭāb al-Maliki al-Ruʿaynī al-Ṭarāblusī,محمد بن محمد‎ ‬بن الحطاب المالكي الرعيني الطرابلسي,Muḥammad b. ʿAbd al-Raḥmān al-Ṭarāblusī; ; Muḥammad b. Muḥammad ʿAbd al-Rahmān al-Ruʿaynī,محمد بن عبد الرحمان الطرابلسي; محمد بن عبد الرحمان الطرابلسي ; محمد بن محمد‎ ‬عبد الرحمان الرعيني,,,Ḥaṭṭāb,حطّاب‏,GAL I 389,,[1081],945/1540-1,,,,,,
2960,Muḥammad b. ʿAbd al-Raḥmān b. ʿAlī al-Ḥawḍī,محمد بن عبد الرحمان بن علي الحوضي,,,,,Abū ʿAbd Allāh,أبو عبد ألله,GAL  S II 355,,[235],910/1505,,,,,,
2961,Muḥammad b. ʿAbd al-Raḥmān b. ʿUmar b. Muḥammad b. ʿAbd Allāh b. Salama al-Ḥabashī,محمد بن عبد الرحمان بن عمر بن محمد بن عبد الله بن سلمة الحبشي,Muḥammad b. ʿAbd al-Raḥman b. ʿUmar al-Ḥabashī al-Yamanī,محمد بن عبد الرحمن بن عمر الحبشي اليمني,https://haf.vhmml.org/person/420704848311,,Jamāl al-Dīn,جمال الدين,GAL II 189; S II 251,,[1688][2053],782/1380,,1313/712,,,,
2963,Muḥammad b. ʿAbd al-Raḥmān b. Abī Bakr al-Ṣiddīq,محمد بن عبد الرحمان بن أبي بكر الصديق,,,,,,,,,,,,,,,,
2965,Muḥammad b. ʿAbd al-Raḥmān b. Mūlāy Muḥammad Aḥmad b. Mūlāy al-Bashīr,محمد بن عبد الرحمان بن مولاي محمد أحمد بن مولاي البشير,,,,,,,,,,,,,,,,
2967,Muḥammad b. ʿAbd al-Raḥmān b. Yūsuf al-Miknāsī,محمد بن عبد الرحمان بن يوسف المكناسي,,,,,Ibn Zikrī,ابن زكري,,,[91],,,,,,,
2969,Muḥammad b. ʿAbd al-Salām al-Bannānī,محمد بن عبد السلام البناني‏ ‬,,,,,Ibn Salmūn,ابن سلمون‏,"Some cataloguers have confused this author with Muhammad b. al-Hasan al-Bannani (#3260); where the title of the work indicates # 3260, the author name has been changed to correctly attribute the work.",,[138],1163/1749-50,,,,,,
2970,Muḥammad b. ʿAbd al-Salām b. Yūnis,محمد بن عبد السلام بن‏ ‬يونس‏,,,,,Abū al-Ḥasan / Nūr al-Dīn,‬أبو الحسن‏ ‬،‏ ‬نور الدين‏,,,,749/1348-9,,,,,,
2971,Muḥammad b. ʿAbd al-Ṣamid al-Mālikī al-Tandaghī,محمد بن عبد الصمد المالكي التندغي,,,,,,,,,[84],1382/1962,,,,,,
2975,Muḥammad b. ʿAbd Allāh al-ʿAlawī,محمد بن عبد الله العلوي,,,,,,,,,[6],,,,,,,
2977,Muḥammad b. ʿAbd Allāh al-Abharī,محمد بن عبد الله الابهري,,,,,Athīr al-Dīn,أثير الدين,,,[620],375/986,,,,,,
2978,Muḥammad b. ʿAbd Allāh al-Barka (?),محمد بن عبد الله البركة,,,,,,,,,,,,,,,,
2980,Muḥammad b. ʿAbd Allāh al-Barnāwī al-Badāwī, محمد بن عبد الله البرناوي البداوي,,,,,Wazīrī,وزير,,,[258][903],1364/1945,,,,,,
2981,Muḥammad b. ʿAbd Allāh ad-Daymānī,محمد بن عبد الله الديماني,,,,,,,Arabic Literature of Africa vol. V  p. 461,الأدب العربي في أفريقيا المجلد الخامس ص 461,[20],,,,,11,,
2982,Muḥammad b. ʿAbd Allāh al-Dimashqī,محمد بن عبد الله الدمشقي‏ ‬,,,,,,,,,[705],842/1438-9,,,,,,
2983,Muḥammad b. ʿAbd Allah al-Fullānī al-Baʿāwī, عبد الله بن محمد بن سالم أحمد الفلاني البعاوي,,,,,,,,,[1912][491],,,,,,,
2984,Muḥammad b. ʿAbd Allāh al-Karīm,محمد بن الشيخ عبد الله الكريم,,,,,,,,,,,,,,,,
2987,Muḥammad b. ʿAbd Allāh al-Kharshī al-Mālikī al-Miṣrī,محمد بن عبد الله الخرشي المالكي المصري,Muḥammad b. ʿUbdāh al-Kharshī ‏,محمد بن عبداه الخرشي,,,,,"GAL II 84, S II 98",,[106],1101/1690,,,,,,
2991,Muḥammad b. ʿAbd Allāh al-Khazrajī,محمد بن عبد الله الخزرجي,ʿAbd Allāh b. ʿUthmān al-Khazrajī (?),عبد الله بن عثمان الخزرجي (?),,,Ḍiyyāʾ al-Dīn,ضياء الدين,,,[264],,,,,,,
2992,Muḥammad b. ʿAbd Allāh al-Maʿāfirī al-Mālikī,محمد بن عبد الله المعافري المالكي,,,,,Ibn al-ʿArabī / Qāḍī,ابن العربي / قاضي,,,[1715][29],543/1148,,,,,,
2993,Muḥammad b. ʿAbd Allāh al-Maqqarī,محمد بن عبد الله المقري,,,,,,,,,[641],,,,,,,
2994,Muḥammad b. ʿAbd Allāh al-Qunānī al-Būtilimītī,محمد بن عبد الله القناني البوتلميتي,,,,,,,,,[1673][589],,,,,,,
2995,Muḥammad b. ʿAbd Allāh al-Salmānī al-Andalusī,محمد بن عبد الله السلماني الأندلسي,,,,,Lisān al-Dīn b. al-Khaṭīb,لسان الدين بن الخطيب,,,[133][2028],776/1374,,,,,,
